,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,age_group_10-20,age_group_20-30,age_group_30-40,age_group_40-50,age_group_50-60,age_group_60-70,age_group_70+,"FareBin_(7.854, 10.5]","FareBin_(10.5, 21.679]","FareBin_(21.679, 39.688]","FareBin_(39.688, 512.329]"
544,0,1,0,1,0,106.425,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
545,0,1,0,0,0,26.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
546,1,2,1,1,0,26.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
547,1,2,0,0,0,13.8625,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
548,0,3,0,1,1,20.525,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
549,1,2,0,1,1,36.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
550,1,1,0,0,2,110.8833,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
551,0,2,0,0,0,26.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
552,0,3,0,0,0,7.8292,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
553,1,3,0,0,0,7.225,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
554,1,3,1,0,0,7.775,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
555,0,1,0,0,0,26.55,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
556,1,1,1,1,0,39.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
557,0,1,0,0,0,227.525,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
558,1,1,1,1,1,79.65,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
559,1,3,1,1,0,17.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
560,0,3,0,0,0,7.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
561,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
562,0,2,0,0,0,13.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
563,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
564,0,3,1,0,0,8.05,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
565,0,3,0,2,0,24.15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
566,0,3,0,0,0,7.8958,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
567,0,3,1,0,4,21.075,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
568,0,3,0,0,0,7.2292,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
569,1,3,0,0,0,7.8542,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
570,1,2,0,0,0,10.5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
571,1,1,1,2,0,51.4792,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
572,1,1,0,0,0,26.3875,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
573,1,3,1,0,0,7.75,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
574,0,3,0,0,0,8.05,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
575,0,3,0,0,0,14.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
576,1,2,1,0,0,13.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
577,1,1,1,1,0,55.9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
578,0,3,1,1,0,14.4583,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
579,1,3,0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
580,1,2,1,1,1,30.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
581,1,1,1,1,1,110.8833,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
582,0,2,0,0,0,26.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
583,0,1,0,0,0,40.125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
584,0,3,0,0,0,8.7125,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
585,1,1,1,0,2,79.65,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
586,0,2,0,0,0,15.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
587,1,1,0,1,1,79.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
588,0,3,0,0,0,8.05,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
589,0,3,0,0,0,8.05,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
590,0,3,0,0,0,7.125,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
591,1,1,1,1,0,78.2667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
592,0,3,0,0,0,7.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
593,0,3,1,0,2,7.75,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
594,0,2,0,1,0,26.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
595,0,3,0,1,1,24.15,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
596,1,2,1,0,0,33.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
597,0,3,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
598,0,3,0,0,0,7.225,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
599,1,1,0,1,0,56.9292,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
600,1,2,1,2,1,27.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
601,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
602,0,1,0,0,0,42.4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
603,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
604,1,1,0,0,0,26.55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
605,0,3,0,1,0,15.55,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
606,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
607,1,1,0,0,0,30.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
608,1,2,1,1,2,41.5792,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
609,1,1,1,0,0,153.4625,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
610,0,3,1,1,5,31.275,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
611,0,3,0,0,0,7.05,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
612,1,3,1,1,0,15.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
613,0,3,0,0,0,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
614,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
615,1,2,1,1,2,65.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
616,0,3,0,1,1,14.4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
617,0,3,1,1,0,16.1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
618,1,2,1,2,1,39.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
619,0,2,0,0,0,10.5,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
620,0,3,0,1,0,14.4542,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
621,1,1,0,1,0,52.5542,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
622,1,3,0,1,1,15.7417,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
623,0,3,0,0,0,7.8542,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
624,0,3,0,0,0,16.1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
625,0,1,0,0,0,32.3208,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
626,0,2,0,0,0,12.35,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
627,1,1,1,0,0,77.9583,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
628,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
629,0,3,0,0,0,7.7333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
630,1,1,0,0,0,30.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
631,0,3,0,0,0,7.0542,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
632,1,1,0,0,0,30.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
633,0,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
634,0,3,1,3,2,27.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
635,1,2,1,0,0,13.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
636,0,3,0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
637,0,2,0,1,1,26.25,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
638,0,3,1,0,5,39.6875,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
639,0,3,0,1,0,16.1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
640,0,3,0,0,0,7.8542,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
641,1,1,1,0,0,69.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
642,0,3,1,3,2,27.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
643,1,3,0,0,0,56.4958,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
644,1,3,1,2,1,19.2583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
645,1,1,0,1,0,76.7292,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
646,0,3,0,0,0,7.8958,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
647,1,1,0,0,0,35.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
648,0,3,0,0,0,7.55,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
649,1,3,1,0,0,7.55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
650,0,3,0,0,0,7.8958,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
651,1,2,1,0,1,23.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
652,0,3,0,0,0,8.4333,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
653,1,3,1,0,0,7.8292,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
654,0,3,1,0,0,6.75,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
655,0,2,0,2,0,73.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
656,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
657,0,3,1,1,1,15.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
658,0,2,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
659,0,1,0,0,2,113.275,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
660,1,1,0,2,0,133.65,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
661,0,3,0,0,0,7.225,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
662,0,1,0,0,0,25.5875,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
663,0,3,0,0,0,7.4958,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
664,1,3,0,1,0,7.925,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
665,0,2,0,2,0,73.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
666,0,2,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
667,0,3,0,0,0,7.775,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
668,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
669,1,1,1,1,0,52.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
670,1,2,1,1,1,39.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
671,0,1,0,1,0,52.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
672,0,2,0,0,0,10.5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
673,1,2,0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
674,0,2,0,0,0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
675,0,3,0,0,0,7.775,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
676,0,3,0,0,0,8.05,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
677,1,3,1,0,0,9.8417,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
678,0,3,1,1,6,46.9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
679,1,1,0,0,1,512.3292,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
680,0,3,1,0,0,8.1375,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
681,1,1,0,0,0,76.7292,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
682,0,3,0,0,0,9.225,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
683,0,3,0,5,2,46.9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
684,0,2,0,1,1,39.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
685,0,2,0,1,2,41.5792,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
686,0,3,0,4,1,39.6875,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
687,0,3,0,0,0,10.1708,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
688,0,3,0,0,0,7.7958,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
689,1,1,1,0,1,211.3375,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
690,1,1,0,1,0,57.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
691,1,3,1,0,1,13.4167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
692,1,3,0,0,0,56.4958,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
693,0,3,0,0,0,7.225,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
694,0,1,0,0,0,26.55,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
695,0,2,0,0,0,13.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
696,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
697,1,3,1,0,0,7.7333,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
698,0,1,0,1,1,110.8833,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
699,0,3,0,0,0,7.65,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
700,1,1,1,1,0,227.525,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
701,1,1,0,0,0,26.2875,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
702,0,3,1,0,1,14.4542,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
703,0,3,0,0,0,7.7417,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
704,0,3,0,1,0,7.8542,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
705,0,2,0,0,0,26.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
706,1,2,1,0,0,13.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
707,1,1,0,0,0,26.2875,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
708,1,1,1,0,0,151.55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
709,1,3,0,1,1,15.2458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
710,1,1,1,0,0,49.5042,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
711,0,1,0,0,0,26.55,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
712,1,1,0,1,0,52.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
713,0,3,0,0,0,9.4833,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
714,0,2,0,0,0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
715,0,3,0,0,0,7.65,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
716,1,1,1,0,0,227.525,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
717,1,2,1,0,0,10.5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
718,0,3,0,0,0,15.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
719,0,3,0,0,0,7.775,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
720,1,2,1,0,1,33.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721,0,3,0,1,0,7.0542,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
722,0,2,0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
723,0,2,0,0,0,13.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
724,1,1,0,1,0,53.1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
725,0,3,0,0,0,8.6625,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
726,1,2,1,3,0,21.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
727,1,3,1,0,0,7.7375,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
728,0,2,0,1,0,26.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
729,0,3,1,1,0,7.925,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
730,1,1,1,0,0,211.3375,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
731,0,3,0,0,0,18.7875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
732,0,2,0,0,0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
733,0,2,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
734,0,2,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
735,0,3,0,0,0,16.1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
736,0,3,1,1,3,34.375,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
737,1,1,0,0,0,512.3292,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
738,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
739,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
740,1,1,0,0,0,30.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
741,0,1,0,1,0,78.85,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
742,1,1,1,2,2,262.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
743,0,3,0,1,0,16.1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
744,1,3,0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
745,0,1,0,1,1,71.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
746,0,3,0,1,1,20.25,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
747,1,2,1,0,0,13.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
748,0,1,0,1,0,53.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
749,0,3,0,0,0,7.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
750,1,2,1,1,1,23.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
751,1,3,0,0,1,12.475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
752,0,3,0,0,0,9.5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
753,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
754,1,2,1,1,2,65.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
755,1,2,0,1,1,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
756,0,3,0,0,0,7.7958,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
757,0,2,0,0,0,11.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
758,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
759,1,1,1,0,0,86.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
760,0,3,0,0,0,14.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
761,0,3,0,0,0,7.125,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
762,1,3,0,0,0,7.2292,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
763,1,1,1,1,2,120.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
764,0,3,0,0,0,7.775,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
765,1,1,1,1,0,77.9583,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
766,0,1,0,0,0,39.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
767,0,3,1,0,0,7.75,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
768,0,3,0,1,0,24.15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
769,0,3,0,0,0,8.3625,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
770,0,3,0,0,0,9.5,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
771,0,3,0,0,0,7.8542,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
772,0,2,1,0,0,10.5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
773,0,3,0,0,0,7.225,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
774,1,2,1,1,3,23.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
775,0,3,0,0,0,7.75,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
776,0,3,0,0,0,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
777,1,3,1,0,0,12.475,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
778,0,3,0,0,0,7.7375,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
779,1,1,1,0,1,211.3375,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
780,1,3,1,0,0,7.2292,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
781,1,1,1,1,0,57.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
782,0,1,0,0,0,30.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
783,0,3,0,1,2,23.45,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
784,0,3,0,0,0,7.05,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
785,0,3,0,0,0,7.25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
786,1,3,1,0,0,7.4958,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
787,0,3,0,4,1,29.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
788,1,3,0,1,2,20.575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
789,0,1,0,0,0,79.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
790,0,3,0,0,0,7.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
791,0,2,0,0,0,26.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
792,0,3,1,8,2,69.55,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
793,0,1,0,0,0,30.6958,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
794,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
795,0,2,0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
796,1,1,1,0,0,25.9292,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
797,1,3,1,0,0,8.6833,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
798,0,3,0,0,0,7.2292,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
799,0,3,1,1,1,24.15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
800,0,2,0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
801,1,2,1,1,1,26.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
802,1,1,0,1,2,120.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
803,1,3,0,0,1,8.5167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
804,1,3,0,0,0,6.975,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
805,0,3,0,0,0,7.775,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
806,0,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
807,0,3,1,0,0,7.775,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
808,0,2,0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
809,1,1,1,1,0,53.1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
810,0,3,0,0,0,7.8875,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
811,0,3,0,0,0,24.15,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
812,0,2,0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
813,0,3,1,4,2,31.275,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
814,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
815,0,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
816,0,3,1,0,0,7.925,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
817,0,2,0,1,1,37.0042,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
